.feature,sample,expression
Anp32b-ps1,GSM2545380,6
Anp32b-ps1,GSM2545341,5
Anp32b-ps1,GSM2545346,6
Anp32b-ps1,GSM2545347,7
Gm13042,GSM2545337,0
Gm13042,GSM2545338,0
Gm13042,GSM2545348,0
Gm13042,GSM2545353,1
Gm13042,GSM2545343,0
Gm13042,GSM2545349,0
Gm13042,GSM2545354,1
Gm13042,GSM2545336,1
Gm13042,GSM2545342,0
Gm13042,GSM2545351,0
Gm13042,GSM2545380,0
Gm13042,GSM2545341,0
Gm13042,GSM2545346,0
Gm13042,GSM2545347,1
LOC105247206,GSM2545337,6
LOC105247206,GSM2545338,5
LOC105247206,GSM2545348,10
LOC105247206,GSM2545353,4
LOC105247206,GSM2545343,3
LOC105247206,GSM2545349,5
LOC105247206,GSM2545354,7
LOC105247206,GSM2545336,4
LOC105247206,GSM2545342,2
LOC105247206,GSM2545351,0
LOC105247206,GSM2545380,2
LOC105247206,GSM2545341,5
LOC105247206,GSM2545346,1
LOC105247206,GSM2545347,0
LOC101056073,GSM2545337,0
LOC101056073,GSM2545338,0
LOC101056073,GSM2545348,0
LOC101056073,GSM2545353,1
LOC101056073,GSM2545343,0
LOC101056073,GSM2545349,1
LOC101056073,GSM2545354,0
LOC101056073,GSM2545336,1
LOC101056073,GSM2545342,0
LOC101056073,GSM2545351,0
LOC101056073,GSM2545380,0
LOC101056073,GSM2545341,0
LOC101056073,GSM2545346,3
LOC101056073,GSM2545347,0
Gm13243,GSM2545337,0
Gm13243,GSM2545338,1
Gm13243,GSM2545348,1
Gm13243,GSM2545353,0
Gm13243,GSM2545343,1
Gm13243,GSM2545349,0
Gm13243,GSM2545354,5
Gm13243,GSM2545336,0
Gm13243,GSM2545342,1
Gm13243,GSM2545351,0
Gm13243,GSM2545380,2
Gm13243,GSM2545341,2
Gm13243,GSM2545346,0
Gm13243,GSM2545347,0
Gm13238,GSM2545337,2
Gm13238,GSM2545338,6
Gm13238,GSM2545348,1
Gm13238,GSM2545353,4
Gm13238,GSM2545343,3
Gm13238,GSM2545349,4
Gm13238,GSM2545354,3
Gm13238,GSM2545336,1
Gm13238,GSM2545342,1
Gm13238,GSM2545351,6
Gm13238,GSM2545380,3
Gm13238,GSM2545341,2
Gm13238,GSM2545346,4
Gm13238,GSM2545347,1
4933438K21Rik,GSM2545337,1
4933438K21Rik,GSM2545338,3
4933438K21Rik,GSM2545348,1
4933438K21Rik,GSM2545353,5
4933438K21Rik,GSM2545343,0
4933438K21Rik,GSM2545349,0
4933438K21Rik,GSM2545354,4
4933438K21Rik,GSM2545336,1
4933438K21Rik,GSM2545342,2
4933438K21Rik,GSM2545351,0
4933438K21Rik,GSM2545380,3
4933438K21Rik,GSM2545341,0
4933438K21Rik,GSM2545346,1
4933438K21Rik,GSM2545347,0
Mfn2,GSM2545337,5996
Mfn2,GSM2545338,5376
Mfn2,GSM2545348,7286
Mfn2,GSM2545353,7335
Mfn2,GSM2545343,6936
Mfn2,GSM2545349,7231
Mfn2,GSM2545354,6527
Mfn2,GSM2545336,8069
Mfn2,GSM2545342,6069
Mfn2,GSM2545351,7191
Mfn2,GSM2545380,8093
Mfn2,GSM2545341,5901
Mfn2,GSM2545346,6383
Mfn2,GSM2545347,7005
Fbxo6,GSM2545337,363
Fbxo6,GSM2545338,377
Fbxo6,GSM2545348,513
Fbxo6,GSM2545353,542
Fbxo6,GSM2545343,531
Fbxo6,GSM2545349,511
Fbxo6,GSM2545354,460
Fbxo6,GSM2545336,550
Fbxo6,GSM2545342,395
Fbxo6,GSM2545351,538
Fbxo6,GSM2545380,695
Fbxo6,GSM2545341,502
Fbxo6,GSM2545346,513
Fbxo6,GSM2545347,568
Ptchd2,GSM2545337,650
Ptchd2,GSM2545338,625
Ptchd2,GSM2545348,801
Ptchd2,GSM2545353,751
Ptchd2,GSM2545343,875
Ptchd2,GSM2545349,834
Ptchd2,GSM2545354,773
Ptchd2,GSM2545336,686
Ptchd2,GSM2545342,661
Ptchd2,GSM2545351,681
Ptchd2,GSM2545380,714
Ptchd2,GSM2545341,582
Ptchd2,GSM2545346,545
Ptchd2,GSM2545347,703
Eno1,GSM2545337,16322
Eno1,GSM2545338,15875
Eno1,GSM2545348,19686
Eno1,GSM2545353,21410
Eno1,GSM2545343,22036
Eno1,GSM2545349,20776
Eno1,GSM2545354,19241
Eno1,GSM2545336,20600
Eno1,GSM2545342,14101
Eno1,GSM2545351,17919
Eno1,GSM2545380,21814
Eno1,GSM2545341,12944
Eno1,GSM2545346,17250
Eno1,GSM2545347,18076
LOC102631977,GSM2545337,7
LOC102631977,GSM2545338,12
LOC102631977,GSM2545348,12
LOC102631977,GSM2545353,9
LOC102631977,GSM2545343,10
LOC102631977,GSM2545349,8
LOC102631977,GSM2545354,17
LOC102631977,GSM2545336,38
LOC102631977,GSM2545342,35
LOC102631977,GSM2545351,21
LOC102631977,GSM2545380,34
LOC102631977,GSM2545341,31
LOC102631977,GSM2545346,21
LOC102631977,GSM2545347,23
Dnajc11,GSM2545337,1958
Dnajc11,GSM2545338,1879
Dnajc11,GSM2545348,2263
Dnajc11,GSM2545353,2600
Dnajc11,GSM2545343,2374
Dnajc11,GSM2545349,2387
Dnajc11,GSM2545354,2272
Dnajc11,GSM2545336,2829
Dnajc11,GSM2545342,2117
Dnajc11,GSM2545351,2512
Dnajc11,GSM2545380,2887
Dnajc11,GSM2545341,2247
Dnajc11,GSM2545346,2325
Dnajc11,GSM2545347,2505
Gm20377,GSM2545337,6
Gm20377,GSM2545338,1
Gm20377,GSM2545348,3
Gm20377,GSM2545353,1
Gm20377,GSM2545343,1
Gm20377,GSM2545349,1
Gm20377,GSM2545354,0
Gm20377,GSM2545336,1
Gm20377,GSM2545342,4
Gm20377,GSM2545351,3
Gm20377,GSM2545380,2
Gm20377,GSM2545341,3
Gm20377,GSM2545346,2
Gm20377,GSM2545347,1
Hes3,GSM2545337,1457
Hes3,GSM2545338,1601
Hes3,GSM2545348,1717
Hes3,GSM2545353,2081
Hes3,GSM2545343,1737
Hes3,GSM2545349,1669
Hes3,GSM2545354,1781
Hes3,GSM2545336,2414
Hes3,GSM2545342,1867
Hes3,GSM2545351,2350
Hes3,GSM2545380,2852
Hes3,GSM2545341,1776
Hes3,GSM2545346,1577
Hes3,GSM2545347,2238
Cep104,GSM2545337,1871
Cep104,GSM2545338,1823
Cep104,GSM2545348,2012
Cep104,GSM2545353,2145
Cep104,GSM2545343,2090
Cep104,GSM2545349,1942
Cep104,GSM2545354,1987
Cep104,GSM2545336,2180
Cep104,GSM2545342,1731
Cep104,GSM2545351,2034
Cep104,GSM2545380,2030
Cep104,GSM2545341,1927
Cep104,GSM2545346,1611
Cep104,GSM2545347,1814
LOC102634887,GSM2545337,20
LOC102634887,GSM2545338,12
LOC102634887,GSM2545348,20
LOC102634887,GSM2545353,26
LOC102634887,GSM2545343,39
LOC102634887,GSM2545349,33
LOC102634887,GSM2545354,31
LOC102634887,GSM2545336,62
LOC102634887,GSM2545342,33
LOC102634887,GSM2545351,43
LOC102634887,GSM2545380,37
LOC102634887,GSM2545341,17
LOC102634887,GSM2545346,28
LOC102634887,GSM2545347,21
Plch2,GSM2545337,6882
Plch2,GSM2545338,7640
Plch2,GSM2545348,9701
Plch2,GSM2545353,9104
Plch2,GSM2545343,11242
Plch2,GSM2545349,9795
Plch2,GSM2545354,9162
Plch2,GSM2545336,6677
Plch2,GSM2545342,6290
Plch2,GSM2545351,6338
Plch2,GSM2545380,7525
Plch2,GSM2545341,6863
Plch2,GSM2545346,5687
Plch2,GSM2545347,6749
5830444B04Rik,GSM2545337,9
5830444B04Rik,GSM2545338,4
5830444B04Rik,GSM2545348,2
5830444B04Rik,GSM2545353,3
5830444B04Rik,GSM2545343,11
5830444B04Rik,GSM2545349,11
5830444B04Rik,GSM2545354,9
5830444B04Rik,GSM2545336,8
5830444B04Rik,GSM2545342,6
5830444B04Rik,GSM2545351,7
5830444B04Rik,GSM2545380,6
5830444B04Rik,GSM2545341,4
5830444B04Rik,GSM2545346,2
5830444B04Rik,GSM2545347,3
B3galt6,GSM2545337,409
B3galt6,GSM2545338,359
B3galt6,GSM2545348,486
B3galt6,GSM2545353,534
B3galt6,GSM2545343,527
B3galt6,GSM2545349,468
B3galt6,GSM2545354,445
B3galt6,GSM2545336,440
B3galt6,GSM2545342,352
B3galt6,GSM2545351,431
B3galt6,GSM2545380,533
B3galt6,GSM2545341,302
B3galt6,GSM2545346,411
B3galt6,GSM2545347,404
Sdf4,GSM2545337,9007
Sdf4,GSM2545338,7977
Sdf4,GSM2545348,10210
Sdf4,GSM2545353,10705
Sdf4,GSM2545343,10350
Sdf4,GSM2545349,10206
Sdf4,GSM2545354,9137
Sdf4,GSM2545336,11405
Sdf4,GSM2545342,8427
Sdf4,GSM2545351,10371
Sdf4,GSM2545380,11781
Sdf4,GSM2545341,8276
Sdf4,GSM2545346,10088
Sdf4,GSM2545347,9882
Mterf1b,GSM2545337,124
Mterf1b,GSM2545338,101
Mterf1b,GSM2545348,124
Mterf1b,GSM2545353,193
Mterf1b,GSM2545343,164
Mterf1b,GSM2545349,127
Mterf1b,GSM2545354,119
Mterf1b,GSM2545336,122
Mterf1b,GSM2545342,107
Mterf1b,GSM2545351,137
Mterf1b,GSM2545380,132
Mterf1b,GSM2545341,90
Mterf1b,GSM2545346,101
Mterf1b,GSM2545347,107
LOC105244702,GSM2545337,0
LOC105244702,GSM2545338,0
LOC105244702,GSM2545348,0
LOC105244702,GSM2545353,1
LOC105244702,GSM2545343,0
LOC105244702,GSM2545349,2
LOC105244702,GSM2545354,0
LOC105244702,GSM2545336,1
LOC105244702,GSM2545342,0
LOC105244702,GSM2545351,0
LOC105244702,GSM2545380,2
LOC105244702,GSM2545341,0
LOC105244702,GSM2545346,0
LOC105244702,GSM2545347,0
1700015F17Rik,GSM2545337,2
1700015F17Rik,GSM2545338,3
1700015F17Rik,GSM2545348,5
1700015F17Rik,GSM2545353,7
1700015F17Rik,GSM2545343,2
1700015F17Rik,GSM2545349,5
1700015F17Rik,GSM2545354,1
1700015F17Rik,GSM2545336,3
1700015F17Rik,GSM2545342,4
1700015F17Rik,GSM2545351,8
1700015F17Rik,GSM2545380,4
1700015F17Rik,GSM2545341,12
1700015F17Rik,GSM2545346,6
1700015F17Rik,GSM2545347,7
LOC105242427,GSM2545337,0
LOC105242427,GSM2545338,0
LOC105242427,GSM2545348,0
LOC105242427,GSM2545353,0
LOC105242427,GSM2545343,0
LOC105242427,GSM2545349,0
LOC105242427,GSM2545354,0
LOC105242427,GSM2545336,0
LOC105242427,GSM2545342,0
LOC105242427,GSM2545351,2
LOC105242427,GSM2545380,0
LOC105242427,GSM2545341,3
LOC105242427,GSM2545346,1
LOC105242427,GSM2545347,4
9330182L06Rik,GSM2545337,1564
9330182L06Rik,GSM2545338,1532
9330182L06Rik,GSM2545348,1551
9330182L06Rik,GSM2545353,1646
9330182L06Rik,GSM2545343,1919
9330182L06Rik,GSM2545349,1637
9330182L06Rik,GSM2545354,1533
9330182L06Rik,GSM2545336,1554
9330182L06Rik,GSM2545342,1349
9330182L06Rik,GSM2545351,1562
9330182L06Rik,GSM2545380,1561
9330182L06Rik,GSM2545341,1439
9330182L06Rik,GSM2545346,1394
9330182L06Rik,GSM2545347,1462
Sema3d,GSM2545337,490
Sema3d,GSM2545338,518
Sema3d,GSM2545348,536
Sema3d,GSM2545353,567
Sema3d,GSM2545343,572
Sema3d,GSM2545349,451
Sema3d,GSM2545354,452
Sema3d,GSM2545336,534
Sema3d,GSM2545342,426
Sema3d,GSM2545351,569
Sema3d,GSM2545380,440
Sema3d,GSM2545341,415
Sema3d,GSM2545346,382
Sema3d,GSM2545347,368
Cacna2d1,GSM2545337,3657
Cacna2d1,GSM2545338,3381
Cacna2d1,GSM2545348,4348
Cacna2d1,GSM2545353,3537
Cacna2d1,GSM2545343,4198
Cacna2d1,GSM2545349,3533
Cacna2d1,GSM2545354,3293
Cacna2d1,GSM2545336,3980
Cacna2d1,GSM2545342,2888
Cacna2d1,GSM2545351,3620
Cacna2d1,GSM2545380,3510
Cacna2d1,GSM2545341,3602
Cacna2d1,GSM2545346,3617
Cacna2d1,GSM2545347,3076
Armc10,GSM2545337,425
Armc10,GSM2545338,398
Armc10,GSM2545348,490
Armc10,GSM2545353,521
Armc10,GSM2545343,464
Armc10,GSM2545349,471
Armc10,GSM2545354,408
Armc10,GSM2545336,534
Armc10,GSM2545342,443
Armc10,GSM2545351,548
Armc10,GSM2545380,524
Armc10,GSM2545341,456
Armc10,GSM2545346,462
Armc10,GSM2545347,439
Pmpcb,GSM2545337,1889
Pmpcb,GSM2545338,1772
Pmpcb,GSM2545348,2133
Pmpcb,GSM2545353,2269
Pmpcb,GSM2545343,2392
Pmpcb,GSM2545349,1949
Pmpcb,GSM2545354,1943
Pmpcb,GSM2545336,2240
Pmpcb,GSM2545342,1583
Pmpcb,GSM2545351,1970
Pmpcb,GSM2545380,2222
Pmpcb,GSM2545341,1684
Pmpcb,GSM2545346,1858
Pmpcb,GSM2545347,2062
2700038G22Rik,GSM2545337,67
2700038G22Rik,GSM2545338,38
2700038G22Rik,GSM2545348,96
2700038G22Rik,GSM2545353,77
2700038G22Rik,GSM2545343,90
2700038G22Rik,GSM2545349,77
2700038G22Rik,GSM2545354,65
2700038G22Rik,GSM2545336,71
2700038G22Rik,GSM2545342,51
2700038G22Rik,GSM2545351,52
2700038G22Rik,GSM2545380,80
2700038G22Rik,GSM2545341,51
2700038G22Rik,GSM2545346,65
2700038G22Rik,GSM2545347,66
LOC105247053,GSM2545337,1
LOC105247053,GSM2545338,1
LOC105247053,GSM2545348,2
LOC105247053,GSM2545353,3
LOC105247053,GSM2545343,0
LOC105247053,GSM2545349,1
LOC105247053,GSM2545354,1
LOC105247053,GSM2545336,0
LOC105247053,GSM2545342,3
LOC105247053,GSM2545351,4
LOC105247053,GSM2545380,0
LOC105247053,GSM2545341,1
LOC105247053,GSM2545346,1
LOC105247053,GSM2545347,0
Gbx1,GSM2545337,1
Gbx1,GSM2545338,0
Gbx1,GSM2545348,1
Gbx1,GSM2545353,0
Gbx1,GSM2545343,0
Gbx1,GSM2545349,1
Gbx1,GSM2545354,1
Gbx1,GSM2545336,0
Gbx1,GSM2545342,0
Gbx1,GSM2545351,1
Gbx1,GSM2545380,0
Gbx1,GSM2545341,0
Gbx1,GSM2545346,0
Gbx1,GSM2545347,1
9530036O11Rik,GSM2545337,11
9530036O11Rik,GSM2545338,7
9530036O11Rik,GSM2545348,8
9530036O11Rik,GSM2545353,11
9530036O11Rik,GSM2545343,8
9530036O11Rik,GSM2545349,8
9530036O11Rik,GSM2545354,11
9530036O11Rik,GSM2545336,15
9530036O11Rik,GSM2545342,10
9530036O11Rik,GSM2545351,16
9530036O11Rik,GSM2545380,16
9530036O11Rik,GSM2545341,8
9530036O11Rik,GSM2545346,11
9530036O11Rik,GSM2545347,14
Gm10290,GSM2545337,3
Gm10290,GSM2545338,2
Gm10290,GSM2545348,7
Gm10290,GSM2545353,2
Gm10290,GSM2545343,1
Gm10290,GSM2545349,1
Gm10290,GSM2545354,3
Gm10290,GSM2545336,1
Gm10290,GSM2545342,1
Gm10290,GSM2545351,3
Gm10290,GSM2545380,1
Gm10290,GSM2545341,1
Gm10290,GSM2545346,0
Gm10290,GSM2545347,0
Gm5129,GSM2545337,0
Gm5129,GSM2545338,0
Gm5129,GSM2545348,1
Gm5129,GSM2545353,1
Gm5129,GSM2545343,1
Gm5129,GSM2545349,1
Gm5129,GSM2545354,3
Gm5129,GSM2545336,0
Gm5129,GSM2545342,0
Gm5129,GSM2545351,1
Gm5129,GSM2545380,2
Gm5129,GSM2545341,0
Gm5129,GSM2545346,1
Gm5129,GSM2545347,0
LOC102642244,GSM2545337,2
LOC102642244,GSM2545338,0
LOC102642244,GSM2545348,0
LOC102642244,GSM2545353,0
LOC102642244,GSM2545343,1
LOC102642244,GSM2545349,1
LOC102642244,GSM2545354,0
LOC102642244,GSM2545336,1
LOC102642244,GSM2545342,1
LOC102642244,GSM2545351,3
LOC102642244,GSM2545380,0
LOC102642244,GSM2545341,1
LOC102642244,GSM2545346,0
LOC102642244,GSM2545347,1
Eif2b4,GSM2545337,1276
Eif2b4,GSM2545338,1299
Eif2b4,GSM2545348,1560
Eif2b4,GSM2545353,1600
Eif2b4,GSM2545343,1777
Eif2b4,GSM2545349,1530
Eif2b4,GSM2545354,1419
Eif2b4,GSM2545336,1764
Eif2b4,GSM2545342,1265
Eif2b4,GSM2545351,1586
Eif2b4,GSM2545380,1972
Eif2b4,GSM2545341,1705
Eif2b4,GSM2545346,1441
Eif2b4,GSM2545347,1619
Nrbp1,GSM2545337,3044
Nrbp1,GSM2545338,3041
Nrbp1,GSM2545348,3722
Nrbp1,GSM2545353,4003
Nrbp1,GSM2545343,4159
Nrbp1,GSM2545349,3563
Nrbp1,GSM2545354,3422
Nrbp1,GSM2545336,4107
Nrbp1,GSM2545342,2978
Nrbp1,GSM2545351,3796
Nrbp1,GSM2545380,4297
Nrbp1,GSM2545341,3344
Nrbp1,GSM2545346,3594
Nrbp1,GSM2545347,3765
Ift172,GSM2545337,2298
Ift172,GSM2545338,2274
Ift172,GSM2545348,2734
Ift172,GSM2545353,2688
Ift172,GSM2545343,2954
Ift172,GSM2545349,2542
Ift172,GSM2545354,2452
Ift172,GSM2545336,2350
Ift172,GSM2545342,2228
Ift172,GSM2545351,2338
Ift172,GSM2545380,2338
Ift172,GSM2545341,2910
Ift172,GSM2545346,1953
Ift172,GSM2545347,2315
Fosl2,GSM2545337,925
Fosl2,GSM2545338,876
Fosl2,GSM2545348,604
Fosl2,GSM2545353,445
Fosl2,GSM2545343,1063
Fosl2,GSM2545349,755
Fosl2,GSM2545354,830
Fosl2,GSM2545336,399
Fosl2,GSM2545342,255
Fosl2,GSM2545351,385
Fosl2,GSM2545380,413
Fosl2,GSM2545341,286
Fosl2,GSM2545346,292
Fosl2,GSM2545347,372
Gm29892,GSM2545337,1
Gm29892,GSM2545338,3
Gm29892,GSM2545348,0
Gm29892,GSM2545353,3
Gm29892,GSM2545343,2
Gm29892,GSM2545349,0
Gm29892,GSM2545354,3
Gm29892,GSM2545336,3
Gm29892,GSM2545342,2
Gm29892,GSM2545351,1
Gm29892,GSM2545380,0
Gm29892,GSM2545341,3
Gm29892,GSM2545346,0
Gm29892,GSM2545347,4
LOC105244720,GSM2545337,6
LOC105244720,GSM2545338,9
LOC105244720,GSM2545348,6
LOC105244720,GSM2545353,15
LOC105244720,GSM2545343,8
LOC105244720,GSM2545349,6
LOC105244720,GSM2545354,12
LOC105244720,GSM2545336,15
LOC105244720,GSM2545342,12
LOC105244720,GSM2545351,12
LOC105244720,GSM2545380,15
LOC105244720,GSM2545341,11
LOC105244720,GSM2545346,4
LOC105244720,GSM2545347,15
Uvssa,GSM2545337,726
Uvssa,GSM2545338,662
Uvssa,GSM2545348,878
Uvssa,GSM2545353,791
Uvssa,GSM2545343,823
Uvssa,GSM2545349,684
Uvssa,GSM2545354,685
Uvssa,GSM2545336,1194
Uvssa,GSM2545342,1095
Uvssa,GSM2545351,1145
Uvssa,GSM2545380,1193
Uvssa,GSM2545341,1664
Uvssa,GSM2545346,975
Uvssa,GSM2545347,1090
Tmem129,GSM2545337,1237
Tmem129,GSM2545338,1088
Tmem129,GSM2545348,1426
Tmem129,GSM2545353,1533
Tmem129,GSM2545343,1495
Tmem129,GSM2545349,1409
Tmem129,GSM2545354,1379
Tmem129,GSM2545336,1279
Tmem129,GSM2545342,874
Tmem129,GSM2545351,1146
Tmem129,GSM2545380,1305
Tmem129,GSM2545341,959
Tmem129,GSM2545346,1118
Tmem129,GSM2545347,1191
Dok7,GSM2545337,169
Dok7,GSM2545338,208
Dok7,GSM2545348,268
Dok7,GSM2545353,261
Dok7,GSM2545343,278
Dok7,GSM2545349,268
Dok7,GSM2545354,253
Dok7,GSM2545336,322
Dok7,GSM2545342,214
Dok7,GSM2545351,310
Dok7,GSM2545380,334
Dok7,GSM2545341,221
Dok7,GSM2545346,310
Dok7,GSM2545347,294
4931431C16Rik,GSM2545337,1
4931431C16Rik,GSM2545338,0
4931431C16Rik,GSM2545348,0
4931431C16Rik,GSM2545353,1
4931431C16Rik,GSM2545343,1
4931431C16Rik,GSM2545349,1
4931431C16Rik,GSM2545354,0
4931431C16Rik,GSM2545336,0
4931431C16Rik,GSM2545342,0
4931431C16Rik,GSM2545351,0
4931431C16Rik,GSM2545380,1
4931431C16Rik,GSM2545341,0
4931431C16Rik,GSM2545346,1
4931431C16Rik,GSM2545347,1
Grpel1,GSM2545337,1220
Grpel1,GSM2545338,1180
Grpel1,GSM2545348,1392
Grpel1,GSM2545353,1513
Grpel1,GSM2545343,1572
Grpel1,GSM2545349,1410
Grpel1,GSM2545354,1369
Grpel1,GSM2545336,1659
Grpel1,GSM2545342,1055
Grpel1,GSM2545351,1372
Grpel1,GSM2545380,1687
Grpel1,GSM2545341,1211
Grpel1,GSM2545346,1321
Grpel1,GSM2545347,1379
Msx1,GSM2545337,235
Msx1,GSM2545338,172
Msx1,GSM2545348,278
Msx1,GSM2545353,444
Msx1,GSM2545343,340
Msx1,GSM2545349,286
Msx1,GSM2545354,279
Msx1,GSM2545336,290
Msx1,GSM2545342,186
Msx1,GSM2545351,365
Msx1,GSM2545380,254
Msx1,GSM2545341,259
Msx1,GSM2545346,288
Msx1,GSM2545347,545
Gm33993,GSM2545337,4
Gm33993,GSM2545338,2
Gm33993,GSM2545348,2
Gm33993,GSM2545353,6
Gm33993,GSM2545343,4
Gm33993,GSM2545349,7
Gm33993,GSM2545354,3
Gm33993,GSM2545336,2
Gm33993,GSM2545342,5
Gm33993,GSM2545351,6
Gm33993,GSM2545380,3
Gm33993,GSM2545341,3
Gm33993,GSM2545346,2
Gm33993,GSM2545347,10
Clnkos,GSM2545337,0
Clnkos,GSM2545338,0
Clnkos,GSM2545348,2
Clnkos,GSM2545353,1
Clnkos,GSM2545343,3
Clnkos,GSM2545349,1
Clnkos,GSM2545354,1
Clnkos,GSM2545336,1
Clnkos,GSM2545342,0
Clnkos,GSM2545351,0
Clnkos,GSM2545380,5
Clnkos,GSM2545341,1
Clnkos,GSM2545346,2
Clnkos,GSM2545347,1
Gm7931,GSM2545337,4
Gm7931,GSM2545338,1
Gm7931,GSM2545348,1
Gm7931,GSM2545353,2
Gm7931,GSM2545343,2
Gm7931,GSM2545349,0
Gm7931,GSM2545354,4
Gm7931,GSM2545336,4
Gm7931,GSM2545342,0
Gm7931,GSM2545351,3
Gm7931,GSM2545380,3
Gm7931,GSM2545341,2
Gm7931,GSM2545346,3
Gm7931,GSM2545347,5
LOC105244746,GSM2545337,4
LOC105244746,GSM2545338,6
LOC105244746,GSM2545348,10
LOC105244746,GSM2545353,7
LOC105244746,GSM2545343,12
LOC105244746,GSM2545349,8
LOC105244746,GSM2545354,9
LOC105244746,GSM2545336,16
LOC105244746,GSM2545342,15
LOC105244746,GSM2545351,15
LOC105244746,GSM2545380,19
LOC105244746,GSM2545341,11
LOC105244746,GSM2545346,7
LOC105244746,GSM2545347,16
9230114K14Rik,GSM2545337,81
9230114K14Rik,GSM2545338,68
9230114K14Rik,GSM2545348,61
9230114K14Rik,GSM2545353,60
9230114K14Rik,GSM2545343,91
9230114K14Rik,GSM2545349,48
9230114K14Rik,GSM2545354,73
9230114K14Rik,GSM2545336,62
9230114K14Rik,GSM2545342,72
9230114K14Rik,GSM2545351,67
9230114K14Rik,GSM2545380,50
9230114K14Rik,GSM2545341,58
9230114K14Rik,GSM2545346,66
9230114K14Rik,GSM2545347,80
Gm5866,GSM2545337,0
Gm5866,GSM2545338,0
Gm5866,GSM2545348,1
Gm5866,GSM2545353,0
Gm5866,GSM2545343,0
Gm5866,GSM2545349,0
Gm5866,GSM2545354,0
Gm5866,GSM2545336,2
Gm5866,GSM2545342,0
Gm5866,GSM2545351,2
Gm5866,GSM2545380,0
Gm5866,GSM2545341,0
Gm5866,GSM2545346,0
Gm5866,GSM2545347,1
Nwd2,GSM2545337,697
Nwd2,GSM2545338,786
Nwd2,GSM2545348,733
Nwd2,GSM2545353,727
Nwd2,GSM2545343,744
Nwd2,GSM2545349,731
Nwd2,GSM2545354,838
Nwd2,GSM2545336,722
Nwd2,GSM2545342,598
Nwd2,GSM2545351,678
Nwd2,GSM2545380,662
Nwd2,GSM2545341,610
Nwd2,GSM2545346,531
Nwd2,GSM2545347,626
LOC105244754,GSM2545337,0
LOC105244754,GSM2545338,2
LOC105244754,GSM2545348,0
LOC105244754,GSM2545353,1
LOC105244754,GSM2545343,1
LOC105244754,GSM2545349,0
LOC105244754,GSM2545354,0
LOC105244754,GSM2545336,0
LOC105244754,GSM2545342,0
LOC105244754,GSM2545351,2
LOC105244754,GSM2545380,0
LOC105244754,GSM2545341,2
LOC105244754,GSM2545346,0
LOC105244754,GSM2545347,0
Klf3,GSM2545337,1362
Klf3,GSM2545338,1080
Klf3,GSM2545348,1391
Klf3,GSM2545353,1382
Klf3,GSM2545343,1350
Klf3,GSM2545349,1346
Klf3,GSM2545354,1165
Klf3,GSM2545336,1620
Klf3,GSM2545342,1236
Klf3,GSM2545351,1444
Klf3,GSM2545380,1465
Klf3,GSM2545341,1293
Klf3,GSM2545346,1191
Klf3,GSM2545347,1352
Klb,GSM2545337,4
Klb,GSM2545338,5
Klb,GSM2545348,5
Klb,GSM2545353,8
Klb,GSM2545343,5
Klb,GSM2545349,4
Klb,GSM2545354,3
Klb,GSM2545336,3
Klb,GSM2545342,1
Klb,GSM2545351,4
Klb,GSM2545380,3
Klb,GSM2545341,1
Klb,GSM2545346,6
Klb,GSM2545347,3
Rbm47,GSM2545337,75
Rbm47,GSM2545338,65
Rbm47,GSM2545348,129
Rbm47,GSM2545353,235
Rbm47,GSM2545343,158
Rbm47,GSM2545349,128
Rbm47,GSM2545354,168
Rbm47,GSM2545336,104
Rbm47,GSM2545342,110
Rbm47,GSM2545351,179
Rbm47,GSM2545380,118
Rbm47,GSM2545341,119
Rbm47,GSM2545346,130
Rbm47,GSM2545347,294
Gabrg1,GSM2545337,1113
Gabrg1,GSM2545338,1018
Gabrg1,GSM2545348,1099
Gabrg1,GSM2545353,1122
Gabrg1,GSM2545343,1157
Gabrg1,GSM2545349,1013
Gabrg1,GSM2545354,1028
Gabrg1,GSM2545336,1516
Gabrg1,GSM2545342,864
Gabrg1,GSM2545351,1334
Gabrg1,GSM2545380,1263
Gabrg1,GSM2545341,1060
Gabrg1,GSM2545346,1145
Gabrg1,GSM2545347,1087
Commd8,GSM2545337,1126
Commd8,GSM2545338,1112
Commd8,GSM2545348,1244
Commd8,GSM2545353,1348
Commd8,GSM2545343,1446
Commd8,GSM2545349,1199
Commd8,GSM2545354,1202
Commd8,GSM2545336,1441
Commd8,GSM2545342,1038
Commd8,GSM2545351,1324
Commd8,GSM2545380,1472
Commd8,GSM2545341,1081
Commd8,GSM2545346,1177
Commd8,GSM2545347,1248
Gm34960,GSM2545337,1
Gm34960,GSM2545338,0
Gm34960,GSM2545348,1
Gm34960,GSM2545353,0
Gm34960,GSM2545343,2
Gm34960,GSM2545349,0
Gm34960,GSM2545354,1
Gm34960,GSM2545336,1
Gm34960,GSM2545342,0
Gm34960,GSM2545351,0
Gm34960,GSM2545380,0
Gm34960,GSM2545341,0
Gm34960,GSM2545346,0
Gm34960,GSM2545347,2
Dancr,GSM2545337,102
Dancr,GSM2545338,87
Dancr,GSM2545348,118
Dancr,GSM2545353,155
Dancr,GSM2545343,146
Dancr,GSM2545349,111
Dancr,GSM2545354,117
Dancr,GSM2545336,154
Dancr,GSM2545342,102
Dancr,GSM2545351,144
Dancr,GSM2545380,170
Dancr,GSM2545341,120
